C2,2.1080000400543213
E5,14.788000106811523
M3,1.7369999885559082
O5,1.7979999780654907
E2,1.7669999599456787
I4,2.0810000896453857
N3,1.934999942779541
L2,14.67300033569336
K6,2.248999834060669
A4,16.836000442504883
O2,1.7319999933242798
L2,7.940999984741211
F1,6.625
N4,2.4570000171661377
K1,1.5529999732971191
P5,2.0139999389648438
A3,6.827000141143799
D1,5.25600004196167
P2,2.5329999923706055
E2,1.819000005722046
K5,1.7289999723434448
A3,3.1669998168945312
L1,2.0230000019073486
M6,2.509999990463257
O2,1.7300000190734863
H4,2.0889999866485596
F6,1.6690000295639038
D5,4.159999847412109
K4,1.7869999408721924
D6,5.648000240325928
J5,4.867000102996826
D1,11.026000022888184
B1,1.8930000066757202
C3,14.416999816894531
N2,1.5870000123977661
J6,1.593999981880188
D6,1.5110000371932983
B3,1.9930000305175781
P2,1.7340000867843628
M3,1.9189999103546143
N6,1.8669999837875366
N2,4.039999961853027
O2,29.333999633789062
N6,26.773000717163086
K2,2.9149999618530273
I5,7.743000030517578
G6,2.0230000019073486
M5,1.6150000095367432
N2,1.9359999895095825
H1,12.378999710083008
M2,17.257999420166016
J3,1.680999994277954
F1,4.765999794006348
B2,7.232999801635742
M5,1.9980000257492065
H5,7.726999759674072
K1,6.936999797821045
D4,1.553999900817871
N2,4.51200008392334
P2,8.147000312805176
J4,2.853800082206726
B2,1.5200001001358032
E4,1.534000039100647
I4,2.2160000801086426
F6,5.238999843597412
M4,9.644000053405762
F2,13.045000076293945
G3,2.7839999198913574
D5,1.7860000133514404
B6,2.2799999713897705
M5,3.7890000343322754
D1,1.6779999732971191
L5,1.527999997138977
C4,1.9829999208450317
I4,8.383000373840332
M3,6.529000282287598
D2,1.722999930381775
A6,1.8100000619888306
I5,4.0960001945495605
I3,7.783999919891357
P5,11.329999923706055
N5,4.703999996185303
P2,2.0269999504089355
L4,8.964999198913574
O1,7.73799991607666
C6,4.703999996185303
G6,1.999000072479248
F5,8.918000221252441
B1,9.030000686645508
E3,1.8739999532699585
F3,5.355999946594238
L6,21.717998504638672
O5,4.36899995803833
G2,6.067999696731567
O5,1.7569999694824219
F4,1.6349999904632568
C4,12.063000679016113
L4,2.0910000801086426
M6,10.227999687194824
C3,1.967000126838684
O1,8
L2,14.886000633239746
M3,1.9459999799728394
P5,4.769000053405762
F2,1.7860000133514404
C6,1.9279999732971191
A5,7.259999752044678
J6,8.970999717712402
P6,8.623000144958496
K1,1.6410000324249268
N6,2.702000141143799
N4,3.378000020980835
F5,5.061000347137451
K6,2.7719998359680176
L2,4.319999694824219
P1,1.749000072479248
O5,1.6949999332427979
G3,4.871000289916992
E3,13.579999923706055
O2,10.005000114440918
M2,1.7580000162124634
P5,1.5419999361038208
M6,1.9320000410079956
N3,14.22499942779541
E3,1.781000018119812
H6,19.548999786376953
M6,1.6970000267028809
L1,12.166999816894531
A6,2.699000120162964
D5,2.7239999771118164
H2,6.436000347137451
G3,2.5180001258850098
N5,1.7000000476837158
P6,11.51300048828125
H6,2.373999834060669
L1,10.718000411987305
K1,1.819000005722046
F2,2.9140000343322754
K2,2.007999897003174
I4,12.33899974822998
G2,1.6759999990463257
G5,1.903999924659729
P1,3.0899999141693115
E5,25.743000030517578
O2,1.6459999084472656
C4,8.934000015258789
I6,2.555999994277954
D2,2.4709999561309814
D3,7.5360002517700195
E5,2.8339998722076416
M4,1.9739998579025269
O6,4.577000141143799
C5,9.193000793457031
E6,7.567999839782715
L5,2.027500033378601
